image_path,image_name,ground_truth,predicted_label,confidence,correct,all_scores
data/fruit_ripeness_dataset/fruit_ripeness_dataset/fruit_archive/dataset/dataset/test/_clean/_split/test/freshbanana/Screen Shot 2018-06-12 at 9.45.15 PM.png,Screen Shot 2018-06-12 at 9.45.15 PM.png,freshbanana,rottenbanana,0.4686010479927063,False,"{'freshapples': 0.05493394657969475, 'freshbanana': 0.010488664731383324, 'freshoranges': 0.1082589253783226, 'rottenapples': 0.05091777443885803, 'rottenbanana': 0.4686010479927063, 'rottenoranges': 0.03566332161426544, 'unripe apple': 0.09250684082508087, 'unripe banana': 0.04735761508345604, 'unripe orange': 0.13127192854881287}"
data/fruit_ripeness_dataset/fruit_ripeness_dataset/fruit_archive/dataset/dataset/test/_clean/_split/test/freshbanana/Screen Shot 2018-06-12 at 9.50.44 PM.png,Screen Shot 2018-06-12 at 9.50.44 PM.png,freshbanana,rottenbanana,0.48081400990486145,False,"{'freshapples': 0.05548751354217529, 'freshbanana': 0.009661856107413769, 'freshoranges': 0.1033652052283287, 'rottenapples': 0.05126200616359711, 'rottenbanana': 0.48081400990486145, 'rottenoranges': 0.036885831505060196, 'unripe apple': 0.08818367123603821, 'unripe banana': 0.04593168571591377, 'unripe orange': 0.1284082531929016}"
data/fruit_ripeness_dataset/fruit_ripeness_dataset/fruit_archive/dataset/dataset/test/_clean/_split/test/freshbanana/Screen Shot 2018-06-12 at 9.54.43 PM.png,Screen Shot 2018-06-12 at 9.54.43 PM.png,freshbanana,rottenbanana,0.47446948289871216,False,"{'freshapples': 0.05960183963179588, 'freshbanana': 0.010157319717109203, 'freshoranges': 0.1061471626162529, 'rottenapples': 0.05278122052550316, 'rottenbanana': 0.47446948289871216, 'rottenoranges': 0.034997180104255676, 'unripe apple': 0.08681153506040573, 'unripe banana': 0.051012471318244934, 'unripe orange': 0.12402180582284927}"
data/fruit_ripeness_dataset/fruit_ripeness_dataset/fruit_archive/dataset/dataset/test/_clean/_split/test/freshbanana/Screen Shot 2018-06-12 at 9.56.03 PM.png,Screen Shot 2018-06-12 at 9.56.03 PM.png,freshbanana,rottenbanana,0.47145625948905945,False,"{'freshapples': 0.05619318410754204, 'freshbanana': 0.010128726251423359, 'freshoranges': 0.10993793606758118, 'rottenapples': 0.05122368782758713, 'rottenbanana': 0.47145625948905945, 'rottenoranges': 0.03566564619541168, 'unripe apple': 0.09021598100662231, 'unripe banana': 0.045812252908945084, 'unripe orange': 0.12936639785766602}"
data/fruit_ripeness_dataset/fruit_ripeness_dataset/fruit_archive/dataset/dataset/test/_clean/_split/test/freshbanana/Screen Shot 2018-06-12 at 9.57.31 PM.png,Screen Shot 2018-06-12 at 9.57.31 PM.png,freshbanana,rottenbanana,0.47418656945228577,False,"{'freshapples': 0.055949173867702484, 'freshbanana': 0.010724902153015137, 'freshoranges': 0.10587725788354874, 'rottenapples': 0.05054863914847374, 'rottenbanana': 0.47418656945228577, 'rottenoranges': 0.03623589873313904, 'unripe apple': 0.09355048835277557, 'unripe banana': 0.04782414063811302, 'unripe orange': 0.1251029074192047}"
data/fruit_ripeness_dataset/fruit_ripeness_dataset/fruit_archive/dataset/dataset/test/_clean/_split/test/freshbanana/translation_Screen Shot 2018-06-12 at 10.04.54 PM.png,translation_Screen Shot 2018-06-12 at 10.04.54 PM.png,freshbanana,rottenbanana,0.37639763951301575,False,"{'freshapples': 0.07740918546915054, 'freshbanana': 0.015195737592875957, 'freshoranges': 0.11073122173547745, 'rottenapples': 0.06404806673526764, 'rottenbanana': 0.37639763951301575, 'rottenoranges': 0.03416530415415764, 'unripe apple': 0.09418407082557678, 'unripe banana': 0.05870036035776138, 'unripe orange': 0.16916845738887787}"
data/fruit_ripeness_dataset/fruit_ripeness_dataset/fruit_archive/dataset/dataset/test/_clean/_split/test/freshbanana/translation_Screen Shot 2018-06-12 at 10.05.20 PM.png,translation_Screen Shot 2018-06-12 at 10.05.20 PM.png,freshbanana,rottenbanana,0.4017574191093445,False,"{'freshapples': 0.07582883536815643, 'freshbanana': 0.017926309257745743, 'freshoranges': 0.09836762398481369, 'rottenapples': 0.06123163178563118, 'rottenbanana': 0.4017574191093445, 'rottenoranges': 0.03250760957598686, 'unripe apple': 0.09739281982183456, 'unripe banana': 0.06173237785696983, 'unripe orange': 0.1532553881406784}"
data/fruit_ripeness_dataset/fruit_ripeness_dataset/fruit_archive/dataset/dataset/test/_clean/_split/test/freshbanana/translation_Screen Shot 2018-06-12 at 10.07.52 PM.png,translation_Screen Shot 2018-06-12 at 10.07.52 PM.png,freshbanana,rottenbanana,0.43897074460983276,False,"{'freshapples': 0.06914392113685608, 'freshbanana': 0.013197545893490314, 'freshoranges': 0.10253474861383438, 'rottenapples': 0.05300600454211235, 'rottenbanana': 0.43897074460983276, 'rottenoranges': 0.028994368389248848, 'unripe apple': 0.07908567786216736, 'unripe banana': 0.06133595108985901, 'unripe orange': 0.1537310779094696}"
data/fruit_ripeness_dataset/fruit_ripeness_dataset/fruit_archive/dataset/dataset/test/_clean/_split/test/freshbanana/translation_Screen Shot 2018-06-12 at 9.38.51 PM.png,translation_Screen Shot 2018-06-12 at 9.38.51 PM.png,freshbanana,rottenbanana,0.40016093850135803,False,"{'freshapples': 0.07055831700563431, 'freshbanana': 0.016759898513555527, 'freshoranges': 0.11179571598768234, 'rottenapples': 0.0504181869328022, 'rottenbanana': 0.40016093850135803, 'rottenoranges': 0.028351038694381714, 'unripe apple': 0.10166674852371216, 'unripe banana': 0.06232838332653046, 'unripe orange': 0.15796080231666565}"
data/fruit_ripeness_dataset/fruit_ripeness_dataset/fruit_archive/dataset/dataset/test/_clean/_split/test/freshbanana/translation_Screen Shot 2018-06-12 at 9.44.55 PM.png,translation_Screen Shot 2018-06-12 at 9.44.55 PM.png,freshbanana,rottenbanana,0.3975459635257721,False,"{'freshapples': 0.07549787312746048, 'freshbanana': 0.017473632469773293, 'freshoranges': 0.10706646740436554, 'rottenapples': 0.056225549429655075, 'rottenbanana': 0.3975459635257721, 'rottenoranges': 0.02939143031835556, 'unripe apple': 0.09544426947832108, 'unripe banana': 0.06275882571935654, 'unripe orange': 0.15859602391719818}"
data/fruit_ripeness_dataset/fruit_ripeness_dataset/fruit_archive/dataset/dataset/test/_clean/_split/test/freshbanana/translation_Screen Shot 2018-06-12 at 9.46.24 PM.png,translation_Screen Shot 2018-06-12 at 9.46.24 PM.png,freshbanana,rottenbanana,0.39720767736434937,False,"{'freshapples': 0.0735597088932991, 'freshbanana': 0.01665456034243107, 'freshoranges': 0.11280348896980286, 'rottenapples': 0.051135092973709106, 'rottenbanana': 0.39720767736434937, 'rottenoranges': 0.029540903866291046, 'unripe apple': 0.09523553401231766, 'unripe banana': 0.06584221124649048, 'unripe orange': 0.1580207347869873}"
data/fruit_ripeness_dataset/fruit_ripeness_dataset/fruit_archive/dataset/dataset/test/_clean/_split/test/freshbanana/translation_Screen Shot 2018-06-12 at 9.47.39 PM.png,translation_Screen Shot 2018-06-12 at 9.47.39 PM.png,freshbanana,rottenbanana,0.4042721092700958,False,"{'freshapples': 0.07184828072786331, 'freshbanana': 0.015108971856534481, 'freshoranges': 0.11210872232913971, 'rottenapples': 0.05690443888306618, 'rottenbanana': 0.4042721092700958, 'rottenoranges': 0.03107277676463127, 'unripe apple': 0.0908798798918724, 'unripe banana': 0.06518358737230301, 'unripe orange': 0.1526212990283966}"
data/fruit_ripeness_dataset/fruit_ripeness_dataset/fruit_archive/dataset/dataset/test/_clean/_split/test/freshbanana/translation_Screen Shot 2018-06-12 at 9.48.14 PM.png,translation_Screen Shot 2018-06-12 at 9.48.14 PM.png,freshbanana,rottenbanana,0.38975340127944946,False,"{'freshapples': 0.07619156688451767, 'freshbanana': 0.016629014164209366, 'freshoranges': 0.10681291669607162, 'rottenapples': 0.06272784620523453, 'rottenbanana': 0.38975340127944946, 'rottenoranges': 0.03417370840907097, 'unripe apple': 0.105897918343544, 'unripe banana': 0.05843871831893921, 'unripe orange': 0.14937490224838257}"
data/fruit_ripeness_dataset/fruit_ripeness_dataset/fruit_archive/dataset/dataset/test/_clean/_split/test/freshbanana/translation_Screen Shot 2018-06-12 at 9.53.30 PM.png,translation_Screen Shot 2018-06-12 at 9.53.30 PM.png,freshbanana,rottenbanana,0.3775998055934906,False,"{'freshapples': 0.08687163889408112, 'freshbanana': 0.015955809503793716, 'freshoranges': 0.10840176790952682, 'rottenapples': 0.06169270724058151, 'rottenbanana': 0.3775998055934906, 'rottenoranges': 0.03292359784245491, 'unripe apple': 0.09149486571550369, 'unripe banana': 0.05703267082571983, 'unripe orange': 0.1680270880460739}"
data/fruit_ripeness_dataset/fruit_ripeness_dataset/fruit_archive/dataset/dataset/test/_clean/_split/test/freshbanana/translation_Screen Shot 2018-06-12 at 9.54.56 PM.png,translation_Screen Shot 2018-06-12 at 9.54.56 PM.png,freshbanana,rottenbanana,0.3950232267379761,False,"{'freshapples': 0.08057979494333267, 'freshbanana': 0.017804734408855438, 'freshoranges': 0.10467700660228729, 'rottenapples': 0.056744594126939774, 'rottenbanana': 0.3950232267379761, 'rottenoranges': 0.030840322375297546, 'unripe apple': 0.09989206492900848, 'unripe banana': 0.06487835198640823, 'unripe orange': 0.14955991506576538}"
data/fruit_ripeness_dataset/fruit_ripeness_dataset/fruit_archive/dataset/dataset/test/_clean/_split/test/freshbanana/translation_Screen Shot 2018-06-12 at 9.55.42 PM.png,translation_Screen Shot 2018-06-12 at 9.55.42 PM.png,freshbanana,rottenbanana,0.38430115580558777,False,"{'freshapples': 0.07727508991956711, 'freshbanana': 0.016604779288172722, 'freshoranges': 0.10703246295452118, 'rottenapples': 0.0557791069149971, 'rottenbanana': 0.38430115580558777, 'rottenoranges': 0.03061780519783497, 'unripe apple': 0.10066930204629898, 'unripe banana': 0.06506672501564026, 'unripe orange': 0.16265350580215454}"
data/fruit_ripeness_dataset/fruit_ripeness_dataset/fruit_archive/dataset/dataset/test/_clean/_split/test/freshbanana/translation_Screen Shot 2018-06-12 at 9.57.25 PM.png,translation_Screen Shot 2018-06-12 at 9.57.25 PM.png,freshbanana,rottenbanana,0.39589205384254456,False,"{'freshapples': 0.07905679941177368, 'freshbanana': 0.01733069121837616, 'freshoranges': 0.10895108431577682, 'rottenapples': 0.05728389322757721, 'rottenbanana': 0.39589205384254456, 'rottenoranges': 0.030807223170995712, 'unripe apple': 0.09227187186479568, 'unripe banana': 0.06772636622190475, 'unripe orange': 0.15067997574806213}"
data/fruit_ripeness_dataset/fruit_ripeness_dataset/fruit_archive/dataset/dataset/test/_clean/_split/test/freshbanana/vertical_flip_Screen Shot 2018-06-12 at 10.00.42 PM.png,vertical_flip_Screen Shot 2018-06-12 at 10.00.42 PM.png,freshbanana,rottenbanana,0.4700339734554291,False,"{'freshapples': 0.058241359889507294, 'freshbanana': 0.010586248710751534, 'freshoranges': 0.1061844676733017, 'rottenapples': 0.049612149596214294, 'rottenbanana': 0.4700339734554291, 'rottenoranges': 0.03451031446456909, 'unripe apple': 0.09099671244621277, 'unripe banana': 0.050747670233249664, 'unripe orange': 0.1290871798992157}"
data/fruit_ripeness_dataset/fruit_ripeness_dataset/fruit_archive/dataset/dataset/test/_clean/_split/test/freshbanana/vertical_flip_Screen Shot 2018-06-12 at 10.02.24 PM.png,vertical_flip_Screen Shot 2018-06-12 at 10.02.24 PM.png,freshbanana,rottenbanana,0.47879689931869507,False,"{'freshapples': 0.05303408205509186, 'freshbanana': 0.010198414325714111, 'freshoranges': 0.10397730022668839, 'rottenapples': 0.05133229121565819, 'rottenbanana': 0.47879689931869507, 'rottenoranges': 0.034563757479190826, 'unripe apple': 0.09106265753507614, 'unripe banana': 0.04663484916090965, 'unripe orange': 0.13039974868297577}"
data/fruit_ripeness_dataset/fruit_ripeness_dataset/fruit_archive/dataset/dataset/test/_clean/_split/test/freshbanana/vertical_flip_Screen Shot 2018-06-12 at 10.04.54 PM.png,vertical_flip_Screen Shot 2018-06-12 at 10.04.54 PM.png,freshbanana,rottenbanana,0.45267626643180847,False,"{'freshapples': 0.05347629636526108, 'freshbanana': 0.009131522849202156, 'freshoranges': 0.10470999777317047, 'rottenapples': 0.058223508298397064, 'rottenbanana': 0.45267626643180847, 'rottenoranges': 0.03938332572579384, 'unripe apple': 0.09162013232707977, 'unripe banana': 0.045833952724933624, 'unripe orange': 0.1449449360370636}"
data/fruit_ripeness_dataset/fruit_ripeness_dataset/fruit_archive/dataset/dataset/test/_clean/_split/test/freshbanana/vertical_flip_Screen Shot 2018-06-12 at 10.07.46 PM.png,vertical_flip_Screen Shot 2018-06-12 at 10.07.46 PM.png,freshbanana,rottenbanana,0.4771195948123932,False,"{'freshapples': 0.05747447535395622, 'freshbanana': 0.010559521615505219, 'freshoranges': 0.10987646877765656, 'rottenapples': 0.05386953055858612, 'rottenbanana': 0.4771195948123932, 'rottenoranges': 0.03669052943587303, 'unripe apple': 0.08800237625837326, 'unripe banana': 0.047227643430233, 'unripe orange': 0.11917980760335922}"
data/fruit_ripeness_dataset/fruit_ripeness_dataset/fruit_archive/dataset/dataset/test/_clean/_split/test/freshbanana/vertical_flip_Screen Shot 2018-06-12 at 9.38.15 PM.png,vertical_flip_Screen Shot 2018-06-12 at 9.38.15 PM.png,freshbanana,rottenbanana,0.47057873010635376,False,"{'freshapples': 0.061143118888139725, 'freshbanana': 0.01020783744752407, 'freshoranges': 0.10939217358827591, 'rottenapples': 0.048930682241916656, 'rottenbanana': 0.47057873010635376, 'rottenoranges': 0.034514445811510086, 'unripe apple': 0.08822791278362274, 'unripe banana': 0.04984443634748459, 'unripe orange': 0.12716059386730194}"
data/fruit_ripeness_dataset/fruit_ripeness_dataset/fruit_archive/dataset/dataset/test/_clean/_split/test/freshbanana/vertical_flip_Screen Shot 2018-06-12 at 9.40.02 PM.png,vertical_flip_Screen Shot 2018-06-12 at 9.40.02 PM.png,freshbanana,rottenbanana,0.477376788854599,False,"{'freshapples': 0.05712253227829933, 'freshbanana': 0.010059382766485214, 'freshoranges': 0.10760311037302017, 'rottenapples': 0.04941561073064804, 'rottenbanana': 0.477376788854599, 'rottenoranges': 0.034576598554849625, 'unripe apple': 0.08841191977262497, 'unripe banana': 0.04729919508099556, 'unripe orange': 0.1281348615884781}"
data/fruit_ripeness_dataset/fruit_ripeness_dataset/fruit_archive/dataset/dataset/test/_clean/_split/test/freshbanana/vertical_flip_Screen Shot 2018-06-12 at 9.42.35 PM.png,vertical_flip_Screen Shot 2018-06-12 at 9.42.35 PM.png,freshbanana,rottenbanana,0.49894651770591736,False,"{'freshapples': 0.05627758800983429, 'freshbanana': 0.01091310940682888, 'freshoranges': 0.07980294525623322, 'rottenapples': 0.052474550902843475, 'rottenbanana': 0.49894651770591736, 'rottenoranges': 0.03350285813212395, 'unripe apple': 0.0878550186753273, 'unripe banana': 0.04600092023611069, 'unripe orange': 0.1342264860868454}"
data/fruit_ripeness_dataset/fruit_ripeness_dataset/fruit_archive/dataset/dataset/test/_clean/_split/test/freshbanana/vertical_flip_Screen Shot 2018-06-12 at 9.42.41 PM.png,vertical_flip_Screen Shot 2018-06-12 at 9.42.41 PM.png,freshbanana,rottenbanana,0.4746556282043457,False,"{'freshapples': 0.058379679918289185, 'freshbanana': 0.010000673122704029, 'freshoranges': 0.1106518879532814, 'rottenapples': 0.05063602700829506, 'rottenbanana': 0.4746556282043457, 'rottenoranges': 0.03448230400681496, 'unripe apple': 0.0864172950387001, 'unripe banana': 0.04842595010995865, 'unripe orange': 0.12635058164596558}"
data/fruit_ripeness_dataset/fruit_ripeness_dataset/fruit_archive/dataset/dataset/test/_clean/_split/test/freshbanana/vertical_flip_Screen Shot 2018-06-12 at 9.46.30 PM.png,vertical_flip_Screen Shot 2018-06-12 at 9.46.30 PM.png,freshbanana,rottenbanana,0.48000606894493103,False,"{'freshapples': 0.055750202387571335, 'freshbanana': 0.010426826775074005, 'freshoranges': 0.10547897219657898, 'rottenapples': 0.050058770924806595, 'rottenbanana': 0.48000606894493103, 'rottenoranges': 0.03447163477540016, 'unripe apple': 0.08963754773139954, 'unripe banana': 0.046843599528074265, 'unripe orange': 0.12732639908790588}"
data/fruit_ripeness_dataset/fruit_ripeness_dataset/fruit_archive/dataset/dataset/test/_clean/_split/test/freshbanana/vertical_flip_Screen Shot 2018-06-12 at 9.47.39 PM.png,vertical_flip_Screen Shot 2018-06-12 at 9.47.39 PM.png,freshbanana,rottenbanana,0.48665931820869446,False,"{'freshapples': 0.05377894267439842, 'freshbanana': 0.010312097147107124, 'freshoranges': 0.10250566899776459, 'rottenapples': 0.048459697514772415, 'rottenbanana': 0.48665931820869446, 'rottenoranges': 0.03348637372255325, 'unripe apple': 0.08872739970684052, 'unripe banana': 0.04735931381583214, 'unripe orange': 0.12871110439300537}"
data/fruit_ripeness_dataset/fruit_ripeness_dataset/fruit_archive/dataset/dataset/test/_clean/_split/test/freshbanana/vertical_flip_Screen Shot 2018-06-12 at 9.48.26 PM.png,vertical_flip_Screen Shot 2018-06-12 at 9.48.26 PM.png,freshbanana,rottenbanana,0.4771853983402252,False,"{'freshapples': 0.05375952646136284, 'freshbanana': 0.009580393321812153, 'freshoranges': 0.10840446501970291, 'rottenapples': 0.05085084214806557, 'rottenbanana': 0.4771853983402252, 'rottenoranges': 0.03386406973004341, 'unripe apple': 0.08685103058815002, 'unripe banana': 0.04639645665884018, 'unripe orange': 0.13310785591602325}"
data/fruit_ripeness_dataset/fruit_ripeness_dataset/fruit_archive/dataset/dataset/test/_clean/_split/test/freshbanana/vertical_flip_Screen Shot 2018-06-12 at 9.50.04 PM.png,vertical_flip_Screen Shot 2018-06-12 at 9.50.04 PM.png,freshbanana,rottenbanana,0.4734109342098236,False,"{'freshapples': 0.05544378235936165, 'freshbanana': 0.010732215829193592, 'freshoranges': 0.10459395498037338, 'rottenapples': 0.05003281682729721, 'rottenbanana': 0.4734109342098236, 'rottenoranges': 0.03579327464103699, 'unripe apple': 0.09392786026000977, 'unripe banana': 0.047564081847667694, 'unripe orange': 0.12850113213062286}"
data/fruit_ripeness_dataset/fruit_ripeness_dataset/fruit_archive/dataset/dataset/test/_clean/_split/test/freshbanana/vertical_flip_Screen Shot 2018-06-12 at 9.51.29 PM.png,vertical_flip_Screen Shot 2018-06-12 at 9.51.29 PM.png,freshbanana,rottenbanana,0.4770805239677429,False,"{'freshapples': 0.055001117289066315, 'freshbanana': 0.009954238310456276, 'freshoranges': 0.10915821045637131, 'rottenapples': 0.04864472895860672, 'rottenbanana': 0.4770805239677429, 'rottenoranges': 0.03337806835770607, 'unripe apple': 0.09016763418912888, 'unripe banana': 0.047700054943561554, 'unripe orange': 0.1289154440164566}"
data/fruit_ripeness_dataset/fruit_ripeness_dataset/fruit_archive/dataset/dataset/test/_clean/_split/test/freshbanana/vertical_flip_Screen Shot 2018-06-12 at 9.52.45 PM.png,vertical_flip_Screen Shot 2018-06-12 at 9.52.45 PM.png,freshbanana,rottenbanana,0.4793258607387543,False,"{'freshapples': 0.056941546499729156, 'freshbanana': 0.011162561364471912, 'freshoranges': 0.11000663042068481, 'rottenapples': 0.05171278864145279, 'rottenbanana': 0.4793258607387543, 'rottenoranges': 0.03522765263915062, 'unripe apple': 0.08304043114185333, 'unripe banana': 0.047889381647109985, 'unripe orange': 0.12469318509101868}"
data/fruit_ripeness_dataset/fruit_ripeness_dataset/fruit_archive/dataset/dataset/test/_clean/_split/test/freshbanana/vertical_flip_Screen Shot 2018-06-12 at 9.57.31 PM.png,vertical_flip_Screen Shot 2018-06-12 at 9.57.31 PM.png,freshbanana,rottenbanana,0.47748062014579773,False,"{'freshapples': 0.05538783222436905, 'freshbanana': 0.010730279609560966, 'freshoranges': 0.10497084259986877, 'rottenapples': 0.05077316612005234, 'rottenbanana': 0.47748062014579773, 'rottenoranges': 0.03400988131761551, 'unripe apple': 0.09374397248029709, 'unripe banana': 0.04803181439638138, 'unripe orange': 0.12487149983644485}"
data/fruit_ripeness_dataset/fruit_ripeness_dataset/fruit_archive/dataset/dataset/test/_clean/_split/test/freshbanana/vertical_flip_Screen Shot 2018-06-12 at 9.57.38 PM.png,vertical_flip_Screen Shot 2018-06-12 at 9.57.38 PM.png,freshbanana,rottenbanana,0.4785390794277191,False,"{'freshapples': 0.055439893156290054, 'freshbanana': 0.010340552777051926, 'freshoranges': 0.10437970608472824, 'rottenapples': 0.050146255642175674, 'rottenbanana': 0.4785390794277191, 'rottenoranges': 0.03483619540929794, 'unripe apple': 0.08795154094696045, 'unripe banana': 0.047491978853940964, 'unripe orange': 0.13087476789951324}"
data/fruit_ripeness_dataset/fruit_ripeness_dataset/fruit_archive/dataset/dataset/test/_clean/_split/test/freshbanana/vertical_flip_Screen Shot 2018-06-12 at 9.59.48 PM.png,vertical_flip_Screen Shot 2018-06-12 at 9.59.48 PM.png,freshbanana,rottenbanana,0.4904070496559143,False,"{'freshapples': 0.05490977689623833, 'freshbanana': 0.010726846754550934, 'freshoranges': 0.09800407290458679, 'rottenapples': 0.05076327547430992, 'rottenbanana': 0.4904070496559143, 'rottenoranges': 0.034644488245248795, 'unripe apple': 0.08971261233091354, 'unripe banana': 0.04923417419195175, 'unripe orange': 0.12159765511751175}"
data/fruit_ripeness_dataset/fruit_ripeness_dataset/fruit_archive/dataset/dataset/test/_clean/_split/test/freshoranges/rotated_by_15_Screen Shot 2018-06-12 at 11.50.41 PM.png,rotated_by_15_Screen Shot 2018-06-12 at 11.50.41 PM.png,freshoranges,rottenbanana,0.48407766222953796,False,"{'freshapples': 0.0610140785574913, 'freshbanana': 0.013307565823197365, 'freshoranges': 0.10366600751876831, 'rottenapples': 0.04611892253160477, 'rottenbanana': 0.48407766222953796, 'rottenoranges': 0.03362017497420311, 'unripe apple': 0.06985858827829361, 'unripe banana': 0.06250424683094025, 'unripe orange': 0.1258327215909958}"
data/fruit_ripeness_dataset/fruit_ripeness_dataset/fruit_archive/dataset/dataset/test/_clean/_split/test/freshoranges/rotated_by_15_Screen Shot 2018-06-12 at 11.50.47 PM.png,rotated_by_15_Screen Shot 2018-06-12 at 11.50.47 PM.png,freshoranges,rottenbanana,0.47386234998703003,False,"{'freshapples': 0.05928570404648781, 'freshbanana': 0.01316340733319521, 'freshoranges': 0.10257588326931, 'rottenapples': 0.04466341435909271, 'rottenbanana': 0.47386234998703003, 'rottenoranges': 0.031520139425992966, 'unripe apple': 0.07258578389883041, 'unripe banana': 0.06350391358137131, 'unripe orange': 0.13883940875530243}"
data/fruit_ripeness_dataset/fruit_ripeness_dataset/fruit_archive/dataset/dataset/test/_clean/_split/test/freshoranges/rotated_by_15_Screen Shot 2018-06-12 at 11.51.02 PM.png,rotated_by_15_Screen Shot 2018-06-12 at 11.51.02 PM.png,freshoranges,rottenbanana,0.5001177191734314,False,"{'freshapples': 0.056749943643808365, 'freshbanana': 0.013722734525799751, 'freshoranges': 0.10339561104774475, 'rottenapples': 0.041902247816324234, 'rottenbanana': 0.5001177191734314, 'rottenoranges': 0.03225453197956085, 'unripe apple': 0.06421202421188354, 'unripe banana': 0.0567217692732811, 'unripe orange': 0.1309233456850052}"
data/fruit_ripeness_dataset/fruit_ripeness_dataset/fruit_archive/dataset/dataset/test/_clean/_split/test/freshoranges/rotated_by_15_Screen Shot 2018-06-12 at 11.51.13 PM.png,rotated_by_15_Screen Shot 2018-06-12 at 11.51.13 PM.png,freshoranges,rottenbanana,0.4896427094936371,False,"{'freshapples': 0.061036616563797, 'freshbanana': 0.013711395673453808, 'freshoranges': 0.09716629236936569, 'rottenapples': 0.0426071360707283, 'rottenbanana': 0.4896427094936371, 'rottenoranges': 0.031615208834409714, 'unripe apple': 0.07125262916088104, 'unripe banana': 0.06413473933935165, 'unripe orange': 0.12883318960666656}"
data/fruit_ripeness_dataset/fruit_ripeness_dataset/fruit_archive/dataset/dataset/test/_clean/_split/test/freshoranges/rotated_by_15_Screen Shot 2018-06-12 at 11.52.46 PM.png,rotated_by_15_Screen Shot 2018-06-12 at 11.52.46 PM.png,freshoranges,rottenbanana,0.4752298891544342,False,"{'freshapples': 0.05889663100242615, 'freshbanana': 0.013667107559740543, 'freshoranges': 0.09613137692213058, 'rottenapples': 0.046483948826789856, 'rottenbanana': 0.4752298891544342, 'rottenoranges': 0.029139064252376556, 'unripe apple': 0.07808805257081985, 'unripe banana': 0.05807999521493912, 'unripe orange': 0.14428381621837616}"
data/fruit_ripeness_dataset/fruit_ripeness_dataset/fruit_archive/dataset/dataset/test/_clean/_split/test/freshoranges/rotated_by_15_Screen Shot 2018-06-13 at 12.01.03 AM.png,rotated_by_15_Screen Shot 2018-06-13 at 12.01.03 AM.png,freshoranges,rottenbanana,0.47655948996543884,False,"{'freshapples': 0.059409573674201965, 'freshbanana': 0.013262929394841194, 'freshoranges': 0.08930055052042007, 'rottenapples': 0.04740002378821373, 'rottenbanana': 0.47655948996543884, 'rottenoranges': 0.03402867540717125, 'unripe apple': 0.06642796844244003, 'unripe banana': 0.06577972322702408, 'unripe orange': 0.1478310525417328}"
data/fruit_ripeness_dataset/fruit_ripeness_dataset/fruit_archive/dataset/dataset/test/_clean/_split/test/freshoranges/rotated_by_15_Screen Shot 2018-06-13 at 12.06.59 AM.png,rotated_by_15_Screen Shot 2018-06-13 at 12.06.59 AM.png,freshoranges,rottenbanana,0.5017999410629272,False,"{'freshapples': 0.05801788717508316, 'freshbanana': 0.013446252793073654, 'freshoranges': 0.10372897237539291, 'rottenapples': 0.043530046939849854, 'rottenbanana': 0.5017999410629272, 'rottenoranges': 0.0315718911588192, 'unripe apple': 0.06824173033237457, 'unripe banana': 0.05763382837176323, 'unripe orange': 0.12202943861484528}"
data/fruit_ripeness_dataset/fruit_ripeness_dataset/fruit_archive/dataset/dataset/test/_clean/_split/test/freshoranges/rotated_by_15_Screen Shot 2018-06-13 at 12.09.14 AM.png,rotated_by_15_Screen Shot 2018-06-13 at 12.09.14 AM.png,freshoranges,rottenbanana,0.4946426451206207,False,"{'freshapples': 0.05521682649850845, 'freshbanana': 0.012008776888251305, 'freshoranges': 0.10780100524425507, 'rottenapples': 0.04764770343899727, 'rottenbanana': 0.4946426451206207, 'rottenoranges': 0.03114323504269123, 'unripe apple': 0.08813317865133286, 'unripe banana': 0.046682264655828476, 'unripe orange': 0.11672436445951462}"
data/fruit_ripeness_dataset/fruit_ripeness_dataset/fruit_archive/dataset/dataset/test/_clean/_split/test/freshoranges/rotated_by_15_Screen Shot 2018-06-13 at 12.09.43 AM.png,rotated_by_15_Screen Shot 2018-06-13 at 12.09.43 AM.png,freshoranges,rottenbanana,0.4620259702205658,False,"{'freshapples': 0.06508705765008926, 'freshbanana': 0.013807503506541252, 'freshoranges': 0.10441134124994278, 'rottenapples': 0.04660506173968315, 'rottenbanana': 0.4620259702205658, 'rottenoranges': 0.03276551514863968, 'unripe apple': 0.07209658622741699, 'unripe banana': 0.067497119307518, 'unripe orange': 0.13570386171340942}"
data/fruit_ripeness_dataset/fruit_ripeness_dataset/fruit_archive/dataset/dataset/test/_clean/_split/test/freshoranges/rotated_by_15_Screen Shot 2018-06-13 at 12.10.16 AM.png,rotated_by_15_Screen Shot 2018-06-13 at 12.10.16 AM.png,freshoranges,rottenbanana,0.4708198606967926,False,"{'freshapples': 0.06011645868420601, 'freshbanana': 0.013646002858877182, 'freshoranges': 0.10019557178020477, 'rottenapples': 0.046306803822517395, 'rottenbanana': 0.4708198606967926, 'rottenoranges': 0.03218451887369156, 'unripe apple': 0.07753559201955795, 'unripe banana': 0.06377039104700089, 'unripe orange': 0.13542479276657104}"
